Employee_ID,Age,Department,Satisfaction_Level,Last_Evaluation,Projects,Average_Monthly_Hours,Years_at_Company,Left
111841,,Finance,0.95,0.09,,999,,
523403,,,0.88,0.31,5.0,272,,0.0
229003,,Finance,0.76,0.74,6.0,999,8.0,1.0
341153,52.0,HR,0.33,0.55,,255,,1.0
576435,37.0,finanCe,0.36,0.04,,232,1.0,
570128,,Hr,0.28,0.82,2.0,999,,
869149,,IT,0.75,0.35,3.0,211,,0.0
781737,,finanCe,0.53,0.55,,306,6.0,
767567,50.0,Finance,0.96,0.03,,999,10.0,0.0
143880,,finanCe,0.09,1.0,,246,2.0,1.0
623193,,,0.82,0.55,7.0,999,,1.0
469463,34.0,HR,0.24,0.61,,284,,0.0
873503,45.0,Operations,0.7,0.61,,999,2.0,
460284,49.0,Sales,0.75,0.51,,216,4.0,0.0
883158,37.0,Hr,0.88,0.68,7.0,999,4.0,0.0
57309,59.0,Operations,0.54,0.98,2.0,151,,
54494,,HR,0.53,0.44,7.0,154,8.0,0.0
145735,,HR,0.81,0.63,7.0,221,9.0,0.0
432443,,Finance,0.08,0.62,,301,,
195355,,Hr,0.98,0.89,,197,,1.0
293038,,finanCe,0.08,0.9,6.0,999,,0.0
458154,,HR,0.13,0.76,,999,10.0,
325873,45.0,Hr,0.87,0.17,6.0,204,8.0,
719036,,HR,0.68,0.72,,189,2.0,1.0
943053,,finanCe,0.11,0.6,5.0,300,10.0,1.0
765591,37.0,IT,0.51,0.7,3.0,999,4.0,0.0
405289,26.0,Sales,0.99,0.2,,251,,0.0
639041,,Operations,0.49,0.3,4.0,245,6.0,
186525,,finanCe,0.1,1.0,,999,9.0,0.0
849092,,,0.82,0.1,,261,5.0,
830485,53.0,IT,0.86,0.69,,999,1.0,
580938,,finanCe,0.27,0.85,6.0,259,2.0,0.0
11807,44.0,Sales,0.69,0.14,4.0,163,1.0,1.0
337494,45.0,Finance,0.74,0.05,,266,,0.0
411025,,Finance,0.66,0.97,,295,,1.0
294900,31.0,Hr,0.53,0.37,3.0,999,,
586858,,Operations,0.77,0.87,5.0,999,7.0,
254832,38.0,Hr,0.29,0.6,,999,,
431388,44.0,Operations,0.69,0.52,7.0,999,,0.0
617642,,Hr,0.13,0.05,,150,,0.0
578770,50.0,IT,0.39,0.02,,263,4.0,
966036,,IT,0.54,0.8,,234,8.0,
633703,,finanCe,0.89,0.57,7.0,999,,0.0
270610,,,0.15,0.85,,999,10.0,0.0
950526,43.0,Hr,0.25,0.4,,999,9.0,
182846,,finanCe,0.92,0.1,3.0,999,3.0,1.0
676625,,,0.24,0.86,,999,8.0,
507592,47.0,finanCe,0.42,0.3,2.0,999,,1.0
451533,42.0,Operations,0.6,0.13,4.0,999,7.0,0.0
894314,,finanCe,0.77,0.11,,182,,1.0
724708,,Operations,0.53,0.66,7.0,999,3.0,1.0
284652,,HR,0.71,0.94,3.0,275,8.0,1.0
797284,,Operations,0.4,0.56,3.0,999,,
832141,,Finance,0.16,0.17,3.0,999,,0.0
899960,,Sales,0.3,0.16,,310,,
808145,,Hr,0.4,0.96,2.0,999,,1.0
458065,26.0,Operations,0.3,0.22,4.0,999,,0.0
568605,,Finance,0.33,0.39,,999,,1.0
123914,39.0,Operations,0.58,0.03,,187,2.0,0.0
907832,,finanCe,0.93,0.73,,999,7.0,1.0
943137,43.0,Finance,0.25,0.36,,999,,
920466,,IT,0.84,0.98,,999,2.0,
315588,54.0,finanCe,0.97,0.42,,157,9.0,1.0
88992,45.0,HR,0.99,0.24,6.0,184,6.0,0.0
948893,,Hr,0.89,0.96,,999,10.0,0.0
178974,47.0,finanCe,0.52,0.62,,252,7.0,0.0
223208,,Operations,0.32,0.29,,999,6.0,
157415,,IT,0.38,0.72,,158,6.0,0.0
369011,,Operations,0.61,0.76,,999,,1.0
376476,,Hr,0.38,0.6,,268,1.0,
693121,55.0,finanCe,0.39,0.77,,165,,0.0
924847,36.0,Operations,0.91,0.3,,999,,0.0
723662,25.0,Sales,0.06,0.17,6.0,999,3.0,
606753,,Sales,0.73,0.98,3.0,999,,1.0
733099,,Operations,0.02,0.28,2.0,999,,0.0
359599,,,0.5,0.99,4.0,236,2.0,1.0
834465,,Sales,0.15,0.84,5.0,181,,1.0
83933,,HR,0.21,0.92,4.0,999,,1.0
433533,48.0,,0.52,0.23,4.0,152,8.0,1.0
622332,,IT,0.34,0.72,2.0,181,5.0,1.0
904360,,Operations,0.27,0.97,4.0,183,,
297063,59.0,,0.53,0.95,2.0,999,,0.0
614670,53.0,IT,0.71,0.33,4.0,999,1.0,0.0
564516,41.0,Finance,0.61,0.32,,181,6.0,0.0
861130,57.0,,0.76,0.5,6.0,223,,
207011,,finanCe,0.75,0.3,,217,7.0,0.0
907515,,Operations,0.1,0.46,5.0,202,3.0,
734439,35.0,Operations,0.31,0.46,2.0,201,,0.0
985194,29.0,finanCe,0.31,0.94,,256,,1.0
528301,,Hr,0.44,0.29,7.0,281,8.0,
21216,60.0,Hr,0.21,0.16,,999,3.0,
305168,46.0,,0.09,0.4,,999,,1.0
828859,52.0,finanCe,0.52,0.25,,999,,0.0
33977,,IT,0.15,0.82,5.0,999,,0.0
245722,52.0,finanCe,0.71,0.08,,178,9.0,1.0
759821,58.0,IT,0.14,0.26,,265,4.0,0.0
390677,,Sales,0.99,0.79,,999,7.0,0.0
382583,54.0,Operations,0.41,0.25,,999,1.0,
479477,,Sales,0.48,0.18,,999,6.0,
37832,,HR,0.55,0.09,3.0,181,,0.0
8561,,,0.59,0.65,4.0,999,5.0,0.0
127825,37.0,,0.75,0.81,,999,10.0,1.0
601772,,Finance,0.33,0.44,5.0,295,,1.0
825218,,Finance,0.95,0.98,3.0,245,,0.0
326373,,Sales,0.14,0.29,,999,10.0,0.0
50243,30.0,IT,0.36,0.71,,999,9.0,1.0
215622,,Operations,0.91,0.51,7.0,169,1.0,0.0
644639,,Operations,0.32,0.08,2.0,258,,
905181,36.0,Finance,0.12,0.97,,244,,0.0
100123,,IT,0.39,0.17,3.0,200,,1.0
254941,,finanCe,0.6,0.96,,999,1.0,
882010,59.0,HR,0.28,0.59,,999,4.0,0.0
338770,30.0,finanCe,0.26,0.19,5.0,999,,0.0
272430,41.0,Sales,0.77,0.24,,999,,1.0
934794,56.0,Sales,0.62,0.75,,999,,1.0
383213,,,0.45,0.17,7.0,241,8.0,0.0
39755,,,0.23,0.15,,226,3.0,0.0
822077,45.0,Finance,0.55,0.99,,266,7.0,1.0
538499,26.0,Finance,0.95,0.02,7.0,186,5.0,1.0
417373,27.0,IT,0.22,0.34,3.0,173,,0.0
478782,35.0,HR,0.24,0.76,5.0,999,5.0,1.0
73748,,IT,0.23,0.63,,999,6.0,1.0
50666,42.0,,0.12,0.32,,188,,0.0
122476,,,0.68,0.33,,276,,0.0
803447,,Sales,0.03,0.3,4.0,280,7.0,1.0
859654,,finanCe,0.51,0.08,2.0,999,1.0,0.0
38319,,Operations,0.73,0.57,4.0,184,9.0,0.0
293831,33.0,finanCe,0.82,0.5,,201,,
886981,57.0,IT,0.4,0.65,3.0,999,,1.0
122841,58.0,IT,0.95,0.53,,152,,1.0
213423,,Sales,0.92,0.86,2.0,219,,
351021,34.0,Operations,0.75,0.44,,289,10.0,1.0
335735,41.0,Finance,0.7,0.52,,195,8.0,
467092,,Finance,0.6,0.2,,284,10.0,
900324,,,0.45,0.78,,182,9.0,1.0
443662,,IT,0.63,0.38,,999,,0.0
924831,54.0,Sales,0.33,0.12,,999,,
546022,,Hr,0.8,0.73,,207,,
156403,,Sales,0.7,0.48,6.0,999,6.0,1.0
375282,35.0,finanCe,0.94,0.46,6.0,999,,0.0
790379,24.0,Sales,0.6,0.8,7.0,249,,0.0
249172,45.0,finanCe,0.11,0.27,,999,6.0,
387130,,Operations,0.47,0.41,6.0,999,5.0,0.0
823088,,Sales,0.14,0.19,,270,,0.0
791105,54.0,Finance,0.17,0.36,,999,9.0,1.0
863426,,IT,0.47,0.53,6.0,999,,
216376,,IT,0.54,0.7,,198,,1.0
499494,,finanCe,0.27,0.46,5.0,999,2.0,1.0
33806,,HR,0.38,0.16,3.0,999,4.0,1.0
750860,,IT,0.05,0.95,4.0,999,6.0,0.0
761721,59.0,finanCe,0.33,0.72,,999,3.0,
971631,58.0,Hr,0.7,0.59,,209,,0.0
915264,41.0,Hr,0.04,0.87,,999,,
70550,30.0,Hr,0.41,0.83,2.0,999,10.0,0.0
611028,,Sales,0.41,0.4,,999,,
476723,35.0,Hr,0.96,0.11,7.0,215,1.0,
392150,56.0,IT,0.42,0.76,,999,,1.0
295749,36.0,IT,0.33,0.81,,999,,
809476,46.0,Hr,0.8,0.37,,295,,
545257,,IT,0.1,0.83,3.0,173,3.0,1.0
676439,,HR,0.05,0.47,,220,6.0,0.0
776602,59.0,,0.09,0.16,2.0,275,3.0,0.0
518168,,HR,0.65,0.95,,272,,
268974,,Finance,0.24,0.82,,185,2.0,
181108,39.0,HR,0.63,0.77,,999,,
116163,,Sales,0.91,0.98,,253,6.0,
152145,,Finance,0.73,0.63,7.0,999,,1.0
137707,,Hr,0.4,0.28,7.0,999,10.0,0.0
674724,,Hr,0.79,0.2,,999,1.0,0.0
98963,,Finance,0.49,0.26,,999,10.0,1.0
765012,,IT,0.25,0.16,3.0,229,3.0,0.0
654285,60.0,IT,0.37,0.37,4.0,291,6.0,
898363,,IT,0.95,0.87,2.0,213,,0.0
4603,,Sales,0.94,0.92,,191,,
682638,,Sales,0.88,0.8,3.0,209,10.0,0.0
56620,59.0,IT,0.57,0.65,,999,,
681633,,Sales,0.44,0.26,,999,,0.0
521490,,Finance,0.34,0.72,6.0,999,2.0,1.0
356081,33.0,IT,0.01,0.5,,999,,1.0
126667,28.0,Hr,0.24,0.91,7.0,282,8.0,
267322,51.0,Finance,0.73,0.42,4.0,999,,
733084,31.0,Operations,0.72,0.42,7.0,163,9.0,0.0
408681,29.0,IT,0.12,0.57,4.0,999,,
176242,,Sales,0.23,0.28,,999,,0.0
442542,,,0.06,0.64,2.0,194,6.0,1.0
685211,,,0.21,0.31,,999,8.0,0.0
898732,,finanCe,0.37,0.11,4.0,174,,
472185,,Finance,0.92,0.6,6.0,289,,0.0
158350,,HR,0.02,0.55,6.0,171,3.0,0.0
340507,57.0,HR,0.6,0.83,7.0,999,,1.0
807032,51.0,Sales,1.0,0.16,5.0,275,,1.0
865097,51.0,HR,0.45,0.16,,999,8.0,
200847,23.0,HR,0.51,0.56,7.0,238,,1.0
291956,,HR,0.49,0.08,2.0,259,3.0,0.0
575711,,Hr,0.29,0.5,,999,1.0,
276651,,Hr,0.15,0.34,3.0,222,,1.0
752886,49.0,Operations,0.59,0.26,4.0,200,,0.0
525540,22.0,,0.86,0.28,6.0,295,6.0,1.0
746423,,Finance,0.26,0.26,,309,,1.0
120224,56.0,Finance,0.94,0.72,5.0,999,,
745928,38.0,finanCe,0.05,0.93,,999,,
210689,31.0,IT,0.98,0.53,,233,,
433205,36.0,Sales,0.34,0.39,7.0,296,,1.0
384249,43.0,Finance,0.67,0.42,5.0,999,,
679763,59.0,Hr,0.19,0.66,2.0,219,7.0,1.0
264121,,IT,0.71,0.08,,999,,
463904,,finanCe,0.17,0.81,,999,8.0,
697202,36.0,Operations,0.36,0.2,,240,4.0,1.0
816560,,Hr,0.47,0.85,7.0,240,1.0,
949691,,finanCe,0.45,0.01,3.0,235,3.0,0.0
612460,56.0,Hr,0.53,0.03,2.0,252,9.0,0.0
889152,,Finance,0.75,0.63,,999,,0.0
771340,25.0,Operations,0.18,0.55,,205,,1.0
344105,54.0,finanCe,0.92,0.75,5.0,999,6.0,1.0
629024,31.0,HR,0.92,0.24,2.0,167,,0.0
265655,36.0,Finance,0.13,0.92,,999,10.0,
105570,,Sales,0.63,0.38,,232,7.0,
180169,,Finance,0.77,0.74,,210,3.0,1.0
305723,30.0,HR,0.64,0.95,2.0,289,,0.0
693190,56.0,Hr,0.5,0.55,,999,6.0,0.0
394018,30.0,Hr,0.47,0.18,3.0,999,8.0,0.0
457646,43.0,finanCe,0.03,0.41,,164,,0.0
874818,53.0,,0.14,0.35,,172,,1.0
394190,,Sales,0.55,0.27,,999,7.0,
757356,51.0,Sales,0.19,0.58,,225,5.0,0.0
602709,42.0,Hr,0.53,0.61,5.0,166,4.0,1.0
421115,37.0,,0.95,0.37,6.0,214,6.0,0.0
732954,,Hr,0.44,0.96,,999,,0.0
124926,49.0,Finance,0.68,0.93,2.0,278,,
837494,30.0,Operations,0.54,0.96,,163,,0.0
82240,,IT,0.19,0.82,2.0,271,,1.0
262505,,Finance,0.28,0.83,2.0,999,6.0,0.0
536535,60.0,finanCe,0.35,0.94,7.0,290,5.0,
614398,40.0,IT,0.16,0.48,,999,,0.0
710636,,IT,0.87,0.64,,999,3.0,0.0
50221,,HR,0.48,0.81,,238,,1.0
727493,48.0,finanCe,0.82,1.0,4.0,999,4.0,
649131,,finanCe,0.54,0.07,,178,,0.0
245068,50.0,Hr,0.05,0.52,4.0,227,,1.0
255693,55.0,Sales,0.54,1.0,,999,,0.0
835503,,,0.18,0.87,,999,5.0,1.0
595763,,finanCe,0.04,0.33,,999,1.0,1.0
447998,48.0,Hr,0.57,0.84,,999,5.0,1.0
374759,54.0,Hr,0.39,0.6,,999,7.0,1.0
987118,,IT,0.79,0.69,7.0,207,,1.0
692276,24.0,Sales,0.96,0.79,,999,,
970231,,finanCe,0.3,0.48,7.0,999,7.0,0.0
6822,54.0,IT,0.37,0.5,3.0,999,,1.0
845961,45.0,Sales,0.06,0.66,3.0,157,,1.0
872478,40.0,Operations,0.7,0.24,2.0,184,,1.0
253068,,Sales,0.2,0.74,4.0,278,,1.0
14014,,Operations,0.44,0.15,7.0,282,,0.0
943957,60.0,Operations,0.61,0.18,,153,6.0,0.0
211490,28.0,Sales,0.87,0.14,5.0,999,,
684996,44.0,Finance,0.4,0.33,,281,3.0,0.0
571219,,Finance,0.13,0.89,,999,,
342954,,IT,0.18,0.29,,999,,0.0
542546,45.0,Finance,0.61,0.21,,999,,0.0
540530,23.0,IT,0.7,0.65,3.0,275,,
785325,53.0,Finance,0.15,0.5,,999,10.0,1.0
773518,,Finance,0.52,0.87,,999,,
884881,,,0.36,0.79,2.0,999,9.0,
542169,,Sales,0.48,0.58,,999,2.0,0.0
654363,,finanCe,0.47,0.71,4.0,192,,0.0
448135,57.0,IT,0.06,0.6,6.0,999,5.0,
580106,33.0,,0.34,0.47,3.0,999,5.0,0.0
127692,,IT,0.36,0.47,4.0,290,1.0,0.0
577249,,,0.02,0.99,,999,,
527192,32.0,Finance,0.97,0.12,,999,4.0,
914396,38.0,IT,0.27,0.35,2.0,999,8.0,1.0
773921,,IT,0.22,0.66,,195,8.0,
459023,,Finance,0.85,0.78,,999,,
840733,,Operations,0.62,0.91,4.0,308,4.0,0.0
99514,47.0,Sales,0.75,0.48,7.0,999,,0.0
243803,,IT,0.54,0.21,,999,9.0,1.0
302792,49.0,,0.08,0.06,2.0,262,6.0,
480149,49.0,Operations,0.62,0.67,,999,3.0,1.0
936990,,HR,0.74,0.55,2.0,156,6.0,0.0
188921,,Operations,0.99,0.84,5.0,999,2.0,0.0
661025,46.0,,0.23,0.78,,999,,0.0
512638,57.0,IT,0.93,0.95,,225,3.0,
356387,,Finance,0.48,0.38,6.0,224,5.0,1.0
338062,29.0,HR,0.87,0.28,,210,3.0,1.0
236954,,IT,0.81,0.92,5.0,211,1.0,1.0
555502,,Sales,0.74,0.84,5.0,999,5.0,1.0
432137,43.0,finanCe,0.27,0.06,7.0,203,,0.0
816917,52.0,Operations,0.38,0.61,,999,,0.0
121707,28.0,HR,0.46,0.2,4.0,280,,1.0
54869,,Sales,0.91,0.96,5.0,158,,0.0
751904,33.0,HR,0.88,0.28,4.0,999,2.0,1.0
632817,60.0,HR,0.9,0.33,,999,3.0,1.0
165588,,HR,0.6,0.84,7.0,261,,
493274,37.0,Finance,0.07,0.4,7.0,999,,0.0
153371,36.0,finanCe,0.26,0.66,2.0,187,,
334413,,Sales,0.79,0.06,4.0,999,2.0,
620678,,finanCe,0.25,0.16,7.0,211,,
125787,26.0,Operations,0.71,0.44,,999,7.0,1.0
623385,35.0,Operations,0.58,0.38,6.0,999,,0.0
185623,,finanCe,0.49,0.3,,181,3.0,0.0
677986,49.0,Hr,0.96,0.57,4.0,999,10.0,
646623,41.0,HR,0.59,0.63,6.0,999,10.0,1.0
929416,59.0,IT,0.43,0.94,,200,3.0,0.0
728785,55.0,,0.9,0.98,6.0,302,4.0,
374925,35.0,finanCe,0.32,0.83,7.0,999,,0.0
826247,,Operations,0.22,0.12,,294,1.0,0.0
261590,30.0,Operations,0.6,0.12,,999,,
111680,23.0,HR,0.68,0.65,2.0,999,,
629563,27.0,finanCe,0.38,0.42,6.0,194,,1.0
636327,,,0.34,0.94,,999,10.0,
73570,,finanCe,0.46,0.42,6.0,999,,1.0
799355,41.0,HR,0.2,0.19,4.0,999,3.0,1.0
377676,49.0,Sales,0.22,0.66,,999,,0.0
426169,38.0,finanCe,0.86,0.61,,999,,1.0
175519,57.0,Hr,0.48,0.14,5.0,207,,
490678,,Hr,0.09,0.62,7.0,240,,
549342,57.0,Hr,0.08,0.61,3.0,221,10.0,
684046,51.0,Operations,0.6,0.06,2.0,999,10.0,1.0
112894,24.0,Sales,0.48,1.0,5.0,999,6.0,0.0
764892,,HR,0.73,0.92,5.0,281,,
129670,36.0,HR,0.18,0.44,7.0,191,,
8664,34.0,,0.48,0.77,,999,,0.0
718737,,IT,0.14,0.64,7.0,999,,0.0
364125,,finanCe,0.56,0.64,6.0,173,2.0,
801503,57.0,Finance,0.86,0.65,,999,7.0,1.0
426777,34.0,HR,0.96,0.19,7.0,999,5.0,0.0
362531,22.0,Operations,0.86,0.7,2.0,999,,
114889,55.0,finanCe,0.46,0.89,4.0,999,10.0,
37978,51.0,finanCe,0.5,0.53,3.0,261,,1.0
644889,26.0,,0.67,0.44,7.0,999,,1.0
28851,,IT,1.0,0.96,,999,,1.0
88662,58.0,HR,0.77,0.81,5.0,999,,
113946,27.0,Operations,0.5,0.87,2.0,999,,0.0
460655,,Sales,0.59,0.78,5.0,999,2.0,1.0
621723,,finanCe,0.29,0.65,,203,,0.0
123068,,IT,0.65,0.0,,223,8.0,
261485,,HR,0.49,0.64,5.0,229,,1.0
485407,33.0,,0.99,0.29,4.0,999,,1.0
243186,51.0,finanCe,0.41,0.46,3.0,305,,1.0
161756,,HR,0.83,0.3,,999,,
717804,54.0,HR,0.26,0.27,,999,1.0,0.0
66645,51.0,finanCe,0.08,0.32,,999,2.0,
16908,60.0,Hr,0.05,0.63,3.0,999,,0.0
983871,,Finance,0.84,0.41,,238,,1.0
209173,53.0,Sales,0.74,0.44,6.0,158,,
688861,,HR,0.52,0.62,,170,8.0,
480899,56.0,Sales,0.2,0.11,6.0,184,,1.0
952339,47.0,IT,0.0,0.09,,999,,1.0
274410,,Finance,0.71,0.26,6.0,158,,
824528,31.0,HR,0.5,0.27,7.0,999,9.0,
503669,,finanCe,0.23,0.3,,151,,0.0
707587,57.0,,0.06,0.46,7.0,228,,1.0
379314,53.0,Hr,0.1,1.0,7.0,999,7.0,
572663,,finanCe,0.04,0.34,,158,,
297682,27.0,Sales,0.53,0.74,5.0,278,9.0,
597474,,Hr,0.22,0.29,,999,5.0,
187800,,Sales,0.48,0.43,,170,4.0,0.0
502096,50.0,Sales,0.09,0.61,2.0,999,6.0,1.0
918833,55.0,Finance,0.66,0.05,,266,,0.0
631131,47.0,Finance,0.47,0.96,3.0,259,,0.0
561595,59.0,Operations,0.27,0.67,6.0,999,2.0,0.0
33677,60.0,HR,0.21,0.17,5.0,218,3.0,
369150,28.0,finanCe,0.61,0.81,5.0,999,4.0,0.0
660439,,HR,0.68,0.78,,999,,
99613,58.0,Finance,0.03,0.64,,999,2.0,0.0
829724,31.0,HR,0.4,0.26,,999,,1.0
488459,,Sales,0.48,0.77,,999,1.0,0.0
248805,32.0,Hr,0.89,0.77,,999,7.0,0.0
882582,49.0,Hr,0.35,0.13,,275,,0.0
659397,,finanCe,0.3,0.63,,271,9.0,
346522,,finanCe,0.29,0.76,4.0,167,,0.0
802286,40.0,Finance,0.76,0.01,4.0,301,1.0,1.0
257798,54.0,Finance,0.49,0.53,5.0,227,8.0,
581901,28.0,IT,0.8,0.29,4.0,290,7.0,1.0
141044,,finanCe,0.18,0.53,,200,10.0,
727016,43.0,Sales,0.89,0.55,5.0,999,8.0,0.0
170962,,Finance,0.75,0.6,7.0,999,,0.0
862588,,HR,0.45,0.99,7.0,192,,0.0
282041,24.0,Sales,0.59,0.19,6.0,999,8.0,0.0
638027,46.0,IT,0.8,0.42,,999,3.0,0.0
798124,40.0,Sales,0.85,0.19,6.0,274,1.0,1.0
495626,,Operations,0.22,0.22,2.0,235,,
395743,,HR,0.0,0.58,5.0,231,5.0,1.0
486030,,Hr,0.11,0.3,2.0,999,2.0,
181085,42.0,Hr,0.12,0.24,3.0,160,3.0,0.0
320673,50.0,,0.46,0.68,5.0,999,10.0,
910855,54.0,Finance,0.45,0.84,,999,4.0,
761189,,Finance,0.59,0.82,7.0,999,8.0,
553306,57.0,HR,0.69,0.49,,999,,0.0
520849,,,0.85,0.21,,999,,
878817,26.0,Hr,0.17,0.41,4.0,999,5.0,
515395,,Finance,0.68,0.38,7.0,999,8.0,1.0
927185,,HR,0.1,0.36,,999,,0.0
712547,60.0,Operations,0.5,0.56,,290,10.0,0.0
175272,,Finance,0.2,0.72,,999,,
41497,,IT,0.64,0.87,,309,1.0,
576263,24.0,Hr,0.74,0.48,,999,6.0,1.0
528217,,HR,0.1,0.44,,999,,
160512,,Finance,0.32,0.63,6.0,224,,1.0
278351,60.0,Sales,0.44,0.32,5.0,999,5.0,0.0
665302,28.0,finanCe,0.14,0.94,2.0,299,6.0,
903057,,HR,0.26,0.64,4.0,999,4.0,
668453,,HR,0.3,0.61,4.0,270,,0.0
464709,,IT,0.16,0.08,3.0,999,3.0,0.0
521842,56.0,finanCe,0.76,0.53,2.0,999,,1.0
863587,,finanCe,0.54,0.68,,269,,1.0
100730,50.0,HR,0.73,0.6,2.0,299,6.0,0.0
711742,43.0,HR,0.88,0.86,,236,,
821193,,,0.51,0.62,3.0,999,,0.0
89630,57.0,finanCe,0.34,0.74,,183,7.0,0.0
249474,,Sales,0.26,0.18,4.0,999,,
99543,,Operations,0.03,0.65,5.0,175,6.0,0.0
751203,,Sales,0.17,0.79,4.0,186,7.0,
317601,,IT,0.16,0.92,,211,,0.0
943535,,Sales,0.92,0.94,,999,,
562818,50.0,Hr,0.04,0.09,,189,,0.0
315428,,IT,0.54,0.22,2.0,258,8.0,0.0
434602,,Hr,0.12,0.73,,296,,
47318,,Operations,0.46,0.55,2.0,198,,1.0
977736,39.0,Sales,0.4,0.9,,999,,0.0
77774,,Finance,0.38,0.52,,258,6.0,
690053,,Finance,0.15,0.3,,164,,0.0
297390,37.0,finanCe,0.75,0.13,7.0,204,,0.0
677155,,,0.41,0.77,2.0,230,2.0,1.0
950653,,Sales,0.22,0.16,,256,5.0,
39346,49.0,Sales,0.94,0.12,5.0,174,,0.0
507085,,Hr,0.21,0.33,3.0,999,10.0,1.0
837395,35.0,HR,0.15,0.29,,209,2.0,0.0
946231,,,0.78,0.06,7.0,999,,1.0
248686,39.0,HR,0.82,0.87,3.0,999,,0.0
262498,,Sales,0.62,0.64,,999,5.0,0.0
179634,35.0,Operations,0.68,0.3,,306,6.0,1.0
8189,,Hr,0.86,0.99,5.0,999,,
880151,,finanCe,0.32,0.81,4.0,291,,1.0
536841,22.0,HR,0.45,0.87,,165,,0.0
251245,,HR,0.75,0.03,,279,8.0,0.0
868348,,Finance,0.35,0.84,5.0,266,,
939537,53.0,Hr,0.3,0.96,,156,4.0,
32904,,Sales,0.97,0.34,2.0,999,3.0,
268391,,,0.55,0.7,,296,2.0,1.0
884649,,Operations,0.33,0.76,,208,,
460339,32.0,HR,0.26,0.42,3.0,187,,1.0
350053,57.0,finanCe,0.12,0.84,,999,3.0,
718864,45.0,Sales,0.71,0.67,,999,6.0,0.0
38305,,HR,0.86,0.84,,254,,
612346,,finanCe,0.07,0.24,7.0,999,,1.0
446894,48.0,finanCe,0.1,0.52,,999,,1.0
741677,27.0,finanCe,0.46,0.11,6.0,286,10.0,
875320,26.0,,0.63,0.18,4.0,194,8.0,1.0
536158,44.0,Operations,0.05,0.78,,999,7.0,1.0
896069,,Finance,0.32,0.26,,999,8.0,1.0
661996,,HR,0.21,0.09,,999,,0.0
778015,,Hr,0.8,0.54,4.0,999,,0.0
7911,60.0,finanCe,0.1,0.13,,247,,0.0
115144,38.0,IT,0.23,0.58,4.0,999,,
879841,,Finance,0.54,0.09,,999,5.0,1.0
78433,50.0,finanCe,0.77,0.09,3.0,210,,0.0
633420,29.0,Hr,0.11,0.72,6.0,999,,0.0
556087,41.0,Finance,0.94,0.2,,999,,0.0
6375,,HR,0.76,0.84,,999,2.0,0.0
863521,59.0,Hr,0.49,0.61,3.0,189,1.0,0.0
301495,45.0,Operations,0.96,0.58,4.0,999,,
796299,,IT,0.12,0.01,3.0,999,,0.0
552590,,,0.56,0.22,4.0,265,1.0,1.0
152736,,,0.75,0.52,,999,9.0,
669881,24.0,,0.1,0.27,4.0,272,7.0,1.0
422092,49.0,Operations,0.13,0.35,,206,,0.0
313700,,finanCe,0.78,0.94,5.0,999,5.0,
798557,,HR,0.37,0.28,3.0,190,2.0,0.0
112655,39.0,Hr,0.22,0.13,,999,7.0,
832694,39.0,Sales,0.8,0.08,,999,1.0,0.0
777096,,Finance,0.75,0.65,,999,,
656344,,Sales,0.96,0.1,4.0,999,,1.0
648847,46.0,HR,0.8,0.75,,999,,1.0
210985,53.0,Finance,0.13,0.79,5.0,999,,1.0
963932,37.0,finanCe,0.27,0.81,7.0,999,5.0,1.0
975767,,Finance,0.87,0.66,6.0,999,,
814757,36.0,finanCe,0.6,0.22,2.0,999,,0.0
486865,25.0,finanCe,0.91,0.31,3.0,999,,
940147,,HR,0.77,0.5,,999,9.0,0.0
518003,47.0,HR,0.18,0.66,,190,,0.0
197504,54.0,Hr,0.3,0.18,,233,,1.0
77419,,Hr,0.63,0.45,,999,6.0,1.0
54848,57.0,,0.31,0.08,,999,6.0,0.0
514186,,HR,0.61,0.58,3.0,999,,1.0
514183,49.0,Hr,0.87,0.73,,244,,
883256,51.0,,0.02,0.7,7.0,999,7.0,
557945,,IT,0.27,0.65,,264,,
792658,,Finance,0.57,0.47,,999,6.0,0.0
791191,23.0,Operations,0.59,0.63,,243,,1.0
744637,46.0,finanCe,0.66,0.48,,999,10.0,
789790,,HR,0.54,0.74,2.0,263,,0.0
75407,27.0,Operations,0.16,0.61,7.0,999,,
368926,,Hr,0.64,0.49,,212,,
98740,,Hr,0.53,0.46,3.0,999,8.0,1.0
12138,,IT,0.69,0.14,2.0,164,9.0,
28905,33.0,Operations,0.54,0.7,,999,,
349991,,IT,0.34,0.96,,262,,
18228,,finanCe,0.65,0.66,,999,,0.0
506758,,Sales,0.14,0.98,5.0,999,9.0,0.0
76231,57.0,Sales,0.85,0.67,,201,9.0,
849399,49.0,finanCe,0.04,0.94,2.0,209,,1.0
955017,,finanCe,0.14,0.37,,999,4.0,0.0
125670,,Sales,0.97,0.79,,196,9.0,
775401,,Hr,0.39,0.71,3.0,272,1.0,1.0
456564,56.0,Finance,0.48,0.26,5.0,268,4.0,0.0
89885,33.0,Sales,0.35,0.13,6.0,155,8.0,
474823,,Sales,0.62,0.69,5.0,999,,1.0
226836,,Finance,0.4,0.51,4.0,221,6.0,
929782,43.0,IT,0.1,0.99,,999,,1.0
915328,,Operations,0.92,0.45,6.0,167,6.0,
233805,53.0,HR,0.74,0.91,,159,,1.0
